,hash,ids,type
152,3e587fd0e140af02a978b834506674f6f50a9e857650eb0b47698549eb265f7a,"_mint(address _to, uint256 _amount, uint256[] _tokenAmounts) internal ",type-3-1
153,f19d8905bdf663610f9fc9776a6dbd703be52e67b06d20772928c54cc92781ec,"transfer(address _to, uint _value) returns (bool success) ",type-3-1
154,5cdf3366069ea0f8ad3a39d6a1571c5a516eb8d37c67c4e0c7950dbd630a963c,"transferFrom(address _from, address _to, uint _value) returns (bool success) ",type-3-1
155,68f3ce5da6a9cea24409231a6aad1e077319e594b37f3f110ad1c96c72794ec8,makeTokens() payable  ,type-3-1
156,0e3535697ed511208e142b40d0df025fd979724208ba33536c9429adfc9f5e3a,"tokenGrant(address _holder, uint _grantId) public constant returns (address granter, uint256 value, uint256 vested, uint64 start, uint64 cliff, uint64 vesting, bool revokable, bool burnsOnRevoke) ",type-3-1
157,4aa5cad0199355a1d23267f7c18edf2d96e012c58b490734bdfad56f81adf574,"XdacTokenCrowdsale(
        address _wallet,
        uint256[] _roundGoals,
        uint256[] _roundRates,
        uint256 _minContribution
    ) public ",type-3-1
158,214cc3e00d012efaa7c2c21550b890231935beaa7f88e166aebb13575adbf919,"burnFrom(address _from, uint256 _value) public returns (bool success) ",type-3-1
159,fe7e5071619cdaffa2c2e1f275f919f3ff3445271d99a4e3b78319565b43cf64,"lock (
        Token _token, address _beneficiary, uint256 _amount,
        uint256 _unlockTime) public returns (uint256) ",type-3-1
160,27a264395de6bd3bd09529572992bc6ef8210e008c7bd43b78eadec6e88c8103,"_isValidMatingPair(
        Zodiac storage _matron,
        uint256 _matronId,
        Zodiac storage _sire,
        uint256 _sireId
    )
        private
        view
        returns(bool)
    ",type-3-1
161,f4d4a78aa326485a1314c10b7efd5ec8f845fbc870c7d60b4b6eaf55593e2314,"breedWithAuto(uint256 _matronId, uint256 _sireId)
        external
        payable
        whenNotPaused
    ",type-3-1
162,703fb3f9d62fdac59ca6c62d510832d5db22776cafceea17dee2ab138ff687fa,"_bid(uint256 _tokenId, uint256 _bidAmount)
        internal
        returns (uint256)
    ",type-3-1
163,a7d1b95a8a271902c8ce0660ccc2f3f5f2bf45e6dc859ce2a8599dddc9c83e9e,"ShipBloc(uint _preICO1Start,uint _preICO1End,uint _preICO2Start,uint _preICO2End,uint _ICOStart,uint _ICOEnd) public ",type-3-1
164,206edb80212b9a871ec9b5072cd67ae4fc79fdb1a5021fcbe7f6a166cb0bebda,"transfer(address _to, uint256 _amount) public returns(bool success) ",type-3-1
165,fa59b258d5865e3eb9389d87ca0d67e46be0d3911b2200e4c6d647f3484a6ea8,"() payable public
",type-3-1
166,9b1aefe840b9d13acd268e4fffe2fd236081b6699456704645f1850c5cf12ebb,"transfer(address _to, uint256 _value) returns (bool success) ",type-3-1
167,672d222830a90e26f7b01ae269b30b51850fb71d17c8bbefaf6f22131e4dcf9c,"transferFrom(address _from, address _to, uint256 _value) returns (bool success) ",type-3-1
168,f60968e39e61f0c643e3d9c0333392cb41a3f086468e3bd81f7e2f010a9e77a1,() payable ,type-3-1
