,hash,ids,type
148,c77566ee92d067b6f1021e4c067ddeba4cc1d2a091c0c3398592985d57771cf1,refund() minCapNotReached salePeriodCompleted isValidState external ,type-3-2
149,5f00e1735fd3a0528cc8010ec11076e8df00f1451c2b1e46b964955b13f23edc,"transferFrom(address _from, address _to, uint256 _value) public returns (bool) ",type-3-2
150,fa59b258d5865e3eb9389d87ca0d67e46be0d3911b2200e4c6d647f3484a6ea8,() payable public ,type-3-2
151,31828e2741841fd794724e96e9afba53aae63e8a330d72238c40ee968fd2970e,"withdraw(
        uint8 v,
        bytes32 r,
        bytes32 s,
        uint _value,
        uint signatureValidUntilBlock
    )
        public
        returns
        (bool success)
    ",type-3-2
152,9934426d2fdeb707cba14c1006a2e32ed38e4dcb98d1763be4e4417e918854f1,underLimit(uint _value) internal onlyowner returns (bool) ,type-3-2
153,eb2d85c7cab99347883984c47837613d80116671f79baa9f4994c8972a21f542,"_challengePart2(uint _dungeonId, uint _requiredFee) private ",type-3-2
154,e641133c64dfc344d04df87137ad101a78f911fea79bec614779d1c972451b7d,issueLeftToken() internal ,type-3-2
155,7ceae4d9c0b5b7d32d8cfe2e1aabc27c8cc0b3481a1d06870dba7b711bff2e7c,"startTokensSale(
            uint    _crowdsaleStartTime,
            uint    _crowdsaleFinishTime,
            uint256 _minimalSuccessTokens,
            uint256 _etherPrice) public onlyOwner 
    ",type-3-2
156,c046acef12ff1d6b89fbc09e80b0f04e133e0731008df468d4e2cf01deeb1165,getPriceInWei() constant public returns (uint256) ,type-3-2
157,641ab42b65149e81f254d4e7a3a167485611c2fdf5440a5ad77243ed82646291,"changeOriginWalletIdForAthlete( uint256 _tokenId, address _oringinWalletId ) public onlyCOO returns( string athleteId, address actualAddress, uint256 actualFee, uint256 siteFee, uint256 sellPrice, address owner) ",type-3-2
158,c69dd548839d1d29912d8b60d7d029c346e3221caf11987aae40ef85e2c052d9,BuyBSTtokens() payable ,type-3-2
159,d31870eba2ab6cd6f9639bd18a80b6f8026e35a106fd83419c0d7a73910d6929,finishMinting() public whenNotPaused onlyOwner ,type-3-2
160,dfb41df475a9a021fdd16c8988692c0b8e86b89b85ac0f2c4818b35ff0c10a38,"listScam (uint256 _scamId, string _name, uint256 _price) onlyOwner() public ",type-3-2
161,55520e6d0d19bdcaedf3b031f7dc755ca72e3caf3cb4e0b88b942ca42f7bf38b,"exerciseLong(address[2] tokenUser,uint[8] minMaxDMWCPNonce,uint8 v,bytes32[2] rs) external ",type-3-2
