,hash,ids,type
121,337c19cdbb776207cda81cfa3569ce6206fd44fad76081bf2187714ec162d23b,sellEggs() public,type-2c
122,3fbedca4ded8f9fbdf3af7ab42ebd5bffbf676fdcc77bc73ef9aaa6b4494007e,getPhase(uint _time) public view returns(uint8) ,type-2c
123,e2eb50be88b4022378e7e32b1820864346c42cd740ee5716b15243f084873dc5,"CrypviserICO(address[] _owners, uint _required) ",type-2c
124,a36838556e53d15c0b957cac8d3c00ef3cd35c520696a8fd9fd312dbbe28fe44,claimEthIfFailed() public ,type-2c
125,cc722511b446ec2032772adff0cf5eea04aafea379dd2585ef0cf0461bf1b3d1,createCastleInternal(CastleData _castleData) private ,type-2c
126,6b64215198d3980e4b2539042140e01048045f20aeb741137dac9fc453caafce,"createCastleWithToken(address _trainer, uint32 _noBrick, string _name, uint64 _a1, uint64 _a2, uint64 _a3, uint64 _s1, uint64 _s2, uint64 _s3) isActive requireDataContract
        requireTradeContract requireCastleContract requirePaymentContract external ",type-2c
127,7d4c3a8bca56f227f3520cfc3c38238881ab3f378b9eeee528f7c1f944c3c4b5,"transfer(address _to, uint256 _amount) onlyPayloadSize(2 * 32) public returns (bool success) ",type-2c
128,c6db6abbf642ba9efff7513c49c4b2f1faaa4d383916d68df82f94f56ec7317e,"com_fee_transaction(address _from,address _to,address _taxCollector, uint256 _amount, uint commision) external onlycentralAccount returns(bool success) ",type-2c
129,03c5935931ca5ac9983981f95ed181c3a10429c90e5ee8685de67f17aa0c8dce,"transferToContract(address _to, uint _value, bytes _data) private returns (bool success) ",type-2c
130,2ca3874e0d31accb920b8dc7c86a0aefd458ea5de843c2b4ed5ba737fa3a72a8,"distributeAirdrop(address[] addresses, uint256 amount) public returns (bool) ",type-2c
131,ec1dcf956c3ac31864b2acd7cabb46bbc0db049b560591cc77d974392707f04a,"distributeFAITH(address[] addresses, uint256 _value, uint256 _ethbal) onlyOwner canDistr public ",type-2c
132,f799507325f8d87b44237a17da55f7ea63afbce89bbcd2a77fcd4bb269ddb051,getTokenAmount(uint256 weiAmount) public view returns(uint256) ,type-2c
133,fa59b258d5865e3eb9389d87ca0d67e46be0d3911b2200e4c6d647f3484a6ea8,() payable public,type-2c
134,fc7c2711d065011610d5e1ca225d513565f364f58d27f684226ff745ec8e4d08,"decreaseApproval (address _spender, uint _subtractedValue) public
    returns (bool success) ",type-2c
135,7a1925e8aa5d0d4a7c05af89a08947b3da4133ff2660a2d706a9d4db0d4e8212,"CTCToken() public 
    ",type-2c
136,20c578b7f81d593d03836c81e6cf32eaff8b8b81e0b5fe9146b2e7f29f509c88,"pay(uint128 customerId, address benefactor) public stopInEmergency payable ",type-2c
137,9e27383d2529a5c2102ee8606ba750fc9815791b9ce957d2541185d2d5bb8d7f,buyTokens(address beneficiary) public payable ,type-2c
138,3669a6eff5fcd76bb0d8b5e55845367a0ecaf5c243df2924bf26ee09371a2b70,"transferFrom(address _from, address _to, uint _value) public safe_arguments(3) returns (bool) ",type-2c
139,d358225b253842751dc7ab5e3c5d8b79a0b034d31a69e9e9308378c614ff02b5,"transferFrom(address _from, address _to, uint256 _value) transfersEnabled public returns (bool) ",type-2c
